"subject" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featAxis" "count" "average" "featType" "featOperation" "activityName"
"6535" 17 NA "Gyroscope" NA NA "X" 61 -0.40771670852459 "Freq" "Mean" "WALKING"
"6536" 17 NA "Gyroscope" NA NA "Y" 61 -0.490166286557377 "Freq" "Mean" "WALKING"
"6537" 17 NA "Gyroscope" NA NA "Z" 61 -0.398809217540984 "Freq" "Mean" "WALKING"
"6538" 17 NA "Gyroscope" NA NA "X" 61 -0.504849290819672 "Freq" "SD" "WALKING"
"6539" 17 NA "Gyroscope" NA NA "Y" 61 -0.439238787704918 "Freq" "SD" "WALKING"
"6540" 17 NA "Gyroscope" NA NA "Z" 61 -0.438768699508197 "Freq" "SD" "WALKING"
"6541" 17 NA "Gyroscope" NA "Magnitude" NA 61 -0.518618058688525 "Freq" "Mean" "WALKING"
"6542" 17 NA "Gyroscope" NA "Magnitude" NA 61 -0.615320077704918 "Freq" "SD" "WALKING"
"6543" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 61 -0.582711859672131 "Freq" "Mean" "WALKING"
"6544" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 61 -0.520385479180328 "Freq" "SD" "WALKING"
"6545" 17 "Body" "Accelerometer" NA NA "X" 61 -0.360991674918033 "Freq" "Mean" "WALKING"
"6546" 17 "Body" "Accelerometer" NA NA "Y" 61 -0.0650267622126229 "Freq" "Mean" "WALKING"
"6547" 17 "Body" "Accelerometer" NA NA "Z" 61 -0.382832802295082 "Freq" "Mean" "WALKING"
"6548" 17 "Body" "Accelerometer" NA NA "X" 61 -0.304806274098361 "Freq" "SD" "WALKING"
"6549" 17 "Body" "Accelerometer" NA NA "Y" 61 -0.0556137930852459 "Freq" "SD" "WALKING"
"6550" 17 "Body" "Accelerometer" NA NA "Z" 61 -0.262391594918033 "Freq" "SD" "WALKING"
"6551" 17 "Body" "Accelerometer" NA "Magnitude" NA 61 -0.429380043442623 "Freq" "Mean" "WALKING"
"6552" 17 "Body" "Accelerometer" NA "Magnitude" NA 61 -0.565162507704918 "Freq" "SD" "WALKING"
"6553" 17 "Body" "Accelerometer" "Jerk" NA "X" 61 -0.423446094590164 "Freq" "Mean" "WALKING"
"6554" 17 "Body" "Accelerometer" "Jerk" NA "Y" 61 -0.194232721737705 "Freq" "Mean" "WALKING"
"6555" 17 "Body" "Accelerometer" "Jerk" NA "Z" 61 -0.523427055737705 "Freq" "Mean" "WALKING"
"6556" 17 "Body" "Accelerometer" "Jerk" NA "X" 61 -0.343866129016393 "Freq" "SD" "WALKING"
"6557" 17 "Body" "Accelerometer" "Jerk" NA "Y" 61 -0.0470379377672131 "Freq" "SD" "WALKING"
"6558" 17 "Body" "Accelerometer" "Jerk" NA "Z" 61 -0.543872996229508 "Freq" "SD" "WALKING"
"6559" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 61 -0.335938891803279 "Freq" "Mean" "WALKING"
"6560" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 61 -0.211231860180328 "Freq" "SD" "WALKING"
"6561" 17 NA "Gyroscope" NA NA "X" 61 -0.00922265519180328 "Time" "Mean" "WALKING"
"6562" 17 NA "Gyroscope" NA NA "Y" 61 -0.0839773343770492 "Time" "Mean" "WALKING"
"6563" 17 NA "Gyroscope" NA NA "Z" 61 0.0757132656704918 "Time" "Mean" "WALKING"
"6564" 17 NA "Gyroscope" NA NA "X" 61 -0.47981351295082 "Time" "SD" "WALKING"
"6565" 17 NA "Gyroscope" NA NA "Y" 61 -0.454932903934426 "Time" "SD" "WALKING"
"6566" 17 NA "Gyroscope" NA NA "Z" 61 -0.386044435409836 "Time" "SD" "WALKING"
"6567" 17 NA "Gyroscope" NA "Magnitude" NA 61 -0.335009836885246 "Time" "Mean" "WALKING"
"6568" 17 NA "Gyroscope" NA "Magnitude" NA 61 -0.522494763606557 "Time" "SD" "WALKING"
"6569" 17 NA "Gyroscope" "Jerk" NA "X" 61 -0.109959237927869 "Time" "Mean" "WALKING"
"6570" 17 NA "Gyroscope" "Jerk" NA "Y" 61 -0.0379251328622951 "Time" "Mean" "WALKING"
"6571" 17 NA "Gyroscope" "Jerk" NA "Z" 61 -0.0513807166754098 "Time" "Mean" "WALKING"
"6572" 17 NA "Gyroscope" "Jerk" NA "X" 61 -0.431296148196721 "Time" "SD" "WALKING"
"6573" 17 NA "Gyroscope" "Jerk" NA "Y" 61 -0.560203489016393 "Time" "SD" "WALKING"
"6574" 17 NA "Gyroscope" "Jerk" NA "Z" 61 -0.524422887377049 "Time" "SD" "WALKING"
"6575" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 61 -0.517167440655738 "Time" "Mean" "WALKING"
"6576" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 61 -0.53970849147541 "Time" "SD" "WALKING"
"6577" 17 "Body" "Accelerometer" NA NA "X" 61 0.272341855245902 "Time" "Mean" "WALKING"
"6578" 17 "Body" "Accelerometer" NA NA "Y" 61 -0.0184875403339344 "Time" "Mean" "WALKING"
"6579" 17 "Body" "Accelerometer" NA NA "Z" 61 -0.109792122032787 "Time" "Mean" "WALKING"
"6580" 17 "Body" "Accelerometer" NA NA "X" 61 -0.31950017295082 "Time" "SD" "WALKING"
"6581" 17 "Body" "Accelerometer" NA NA "Y" 61 -0.0175797885542623 "Time" "SD" "WALKING"
"6582" 17 "Body" "Accelerometer" NA NA "Z" 61 -0.265824489180328 "Time" "SD" "WALKING"
"6583" 17 "Body" "Accelerometer" NA "Magnitude" NA 61 -0.151151487704918 "Time" "Mean" "WALKING"
"6584" 17 "Body" "Accelerometer" NA "Magnitude" NA 61 -0.461837866885246 "Time" "SD" "WALKING"
"6585" 17 "Body" "Accelerometer" "Jerk" NA "X" 61 0.0773188580032787 "Time" "Mean" "WALKING"
"6586" 17 "Body" "Accelerometer" "Jerk" NA "Y" 61 0.0130098548360656 "Time" "Mean" "WALKING"
"6587" 17 "Body" "Accelerometer" "Jerk" NA "Z" 61 0.0243753334442623 "Time" "Mean" "WALKING"
"6588" 17 "Body" "Accelerometer" "Jerk" NA "X" 61 -0.355492635409836 "Time" "SD" "WALKING"
"6589" 17 "Body" "Accelerometer" "Jerk" NA "Y" 61 -0.0935385034 "Time" "SD" "WALKING"
"6590" 17 "Body" "Accelerometer" "Jerk" NA "Z" 61 -0.534303311639344 "Time" "SD" "WALKING"
"6591" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 61 -0.301093269180328 "Time" "Mean" "WALKING"
"6592" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 61 -0.275672786229508 "Time" "SD" "WALKING"
"6593" 17 "Gravity" "Accelerometer" NA NA "X" 61 0.92811236852459 "Time" "Mean" "WALKING"
"6594" 17 "Gravity" "Accelerometer" NA NA "Y" 61 -0.179927382704918 "Time" "Mean" "WALKING"
"6595" 17 "Gravity" "Accelerometer" NA NA "Z" 61 -0.190265949622951 "Time" "Mean" "WALKING"
"6596" 17 "Gravity" "Accelerometer" NA NA "X" 61 -0.980983351639344 "Time" "SD" "WALKING"
"6597" 17 "Gravity" "Accelerometer" NA NA "Y" 61 -0.968613202622951 "Time" "SD" "WALKING"
"6598" 17 "Gravity" "Accelerometer" NA NA "Z" 61 -0.956903248196721 "Time" "SD" "WALKING"
"6599" 17 "Gravity" "Accelerometer" NA "Magnitude" NA 61 -0.151151487704918 "Time" "Mean" "WALKING"
"6600" 17 "Gravity" "Accelerometer" NA "Magnitude" NA 61 -0.461837866885246 "Time" "SD" "WALKING"
"6601" 17 NA "Gyroscope" NA NA "X" 46 -0.316412962967391 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6602" 17 NA "Gyroscope" NA NA "Y" 46 -0.451126869347826 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6603" 17 NA "Gyroscope" NA NA "Z" 46 -0.403380386086957 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6604" 17 NA "Gyroscope" NA NA "X" 46 -0.393194731747826 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6605" 17 NA "Gyroscope" NA NA "Y" 46 -0.469390428043478 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6606" 17 NA "Gyroscope" NA NA "Z" 46 -0.540949520217391 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6607" 17 NA "Gyroscope" NA "Magnitude" NA 46 -0.40943875826087 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6608" 17 NA "Gyroscope" NA "Magnitude" NA 46 -0.428868687826087 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6609" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 46 -0.57734888 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6610" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 46 -0.643399203913044 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6611" 17 "Body" "Accelerometer" NA NA "X" 46 -0.0226239171245652 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6612" 17 "Body" "Accelerometer" NA NA "Y" 46 -0.130272514565217 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6613" 17 "Body" "Accelerometer" NA NA "Z" 46 -0.3180818605 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6614" 17 "Body" "Accelerometer" NA NA "X" 46 0.258941676302174 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6615" 17 "Body" "Accelerometer" NA NA "Y" 46 -0.0860527358695652 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6616" 17 "Body" "Accelerometer" NA NA "Z" 46 -0.245413541641304 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6617" 17 "Body" "Accelerometer" NA "Magnitude" NA 46 0.0580680522108696 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6618" 17 "Body" "Accelerometer" NA "Magnitude" NA 46 -0.0618876767130435 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6619" 17 "Body" "Accelerometer" "Jerk" NA "X" 46 -0.215092049054348 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6620" 17 "Body" "Accelerometer" "Jerk" NA "Y" 46 -0.351268404347826 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6621" 17 "Body" "Accelerometer" "Jerk" NA "Z" 46 -0.498668458043478 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6622" 17 "Body" "Accelerometer" "Jerk" NA "X" 46 -0.0718767032673913 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6623" 17 "Body" "Accelerometer" "Jerk" NA "Y" 46 -0.298931144913044 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6624" 17 "Body" "Accelerometer" "Jerk" NA "Z" 46 -0.573043711086957 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6625" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 46 -0.188680399771739 "Freq" "Mean" "WALKING_DOWNSTAIRS"
"6626" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 46 -0.236538515947826 "Freq" "SD" "WALKING_DOWNSTAIRS"
"6627" 17 NA "Gyroscope" NA NA "X" 46 0.0677728390673913 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6628" 17 NA "Gyroscope" NA NA "Y" 46 -0.123517195928261 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6629" 17 NA "Gyroscope" NA NA "Z" 46 0.0162878745776087 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6630" 17 NA "Gyroscope" NA NA "X" 46 -0.370436868891304 "Time" "SD" "WALKING_DOWNSTAIRS"
"6631" 17 NA "Gyroscope" NA NA "Y" 46 -0.459281989565217 "Time" "SD" "WALKING_DOWNSTAIRS"
"6632" 17 NA "Gyroscope" NA NA "Z" 46 -0.468462984347826 "Time" "SD" "WALKING_DOWNSTAIRS"
"6633" 17 NA "Gyroscope" NA "Magnitude" NA 46 -0.232641763307609 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6634" 17 NA "Gyroscope" NA "Magnitude" NA 46 -0.352687281086957 "Time" "SD" "WALKING_DOWNSTAIRS"
"6635" 17 NA "Gyroscope" "Jerk" NA "X" 46 -0.1077700285 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6636" 17 NA "Gyroscope" "Jerk" NA "Y" 46 -0.0381702367441304 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6637" 17 NA "Gyroscope" "Jerk" NA "Z" 46 -0.0582518846641304 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6638" 17 NA "Gyroscope" "Jerk" NA "X" 46 -0.526801825217391 "Time" "SD" "WALKING_DOWNSTAIRS"
"6639" 17 NA "Gyroscope" "Jerk" NA "Y" 46 -0.572144734130435 "Time" "SD" "WALKING_DOWNSTAIRS"
"6640" 17 NA "Gyroscope" "Jerk" NA "Z" 46 -0.542770646521739 "Time" "SD" "WALKING_DOWNSTAIRS"
"6641" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 46 -0.540325787826087 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6642" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 46 -0.592319490869565 "Time" "SD" "WALKING_DOWNSTAIRS"
"6643" 17 "Body" "Accelerometer" NA NA "X" 46 0.29391828326087 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6644" 17 "Body" "Accelerometer" NA NA "Y" 46 -0.0167359404347826 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6645" 17 "Body" "Accelerometer" NA NA "Z" 46 -0.0892432745173913 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6646" 17 "Body" "Accelerometer" NA NA "X" 46 0.187719760269565 "Time" "SD" "WALKING_DOWNSTAIRS"
"6647" 17 "Body" "Accelerometer" NA NA "Y" 46 -0.0607892037384783 "Time" "SD" "WALKING_DOWNSTAIRS"
"6648" 17 "Body" "Accelerometer" NA NA "Z" 46 -0.231064156615217 "Time" "SD" "WALKING_DOWNSTAIRS"
"6649" 17 "Body" "Accelerometer" NA "Magnitude" NA 46 0.148951103536087 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6650" 17 "Body" "Accelerometer" NA "Magnitude" NA 46 0.0914076757326087 "Time" "SD" "WALKING_DOWNSTAIRS"
"6651" 17 "Body" "Accelerometer" "Jerk" NA "X" 46 0.118250858006522 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6652" 17 "Body" "Accelerometer" "Jerk" NA "Y" 46 -0.0113826178208696 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6653" 17 "Body" "Accelerometer" "Jerk" NA "Z" 46 -0.00939838078195652 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6654" 17 "Body" "Accelerometer" "Jerk" NA "X" 46 -0.103436471413043 "Time" "SD" "WALKING_DOWNSTAIRS"
"6655" 17 "Body" "Accelerometer" "Jerk" NA "Y" 46 -0.304063534173913 "Time" "SD" "WALKING_DOWNSTAIRS"
"6656" 17 "Body" "Accelerometer" "Jerk" NA "Z" 46 -0.536331570652174 "Time" "SD" "WALKING_DOWNSTAIRS"
"6657" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 46 -0.221631694184783 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6658" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 46 -0.206576683876087 "Time" "SD" "WALKING_DOWNSTAIRS"
"6659" 17 "Gravity" "Accelerometer" NA NA "X" 46 0.928817578043478 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6660" 17 "Gravity" "Accelerometer" NA NA "Y" 46 -0.151077057652174 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6661" 17 "Gravity" "Accelerometer" NA NA "Z" 46 -0.160962985956522 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6662" 17 "Gravity" "Accelerometer" NA NA "X" 46 -0.950026242173913 "Time" "SD" "WALKING_DOWNSTAIRS"
"6663" 17 "Gravity" "Accelerometer" NA NA "Y" 46 -0.946576675652174 "Time" "SD" "WALKING_DOWNSTAIRS"
"6664" 17 "Gravity" "Accelerometer" NA NA "Z" 46 -0.901097766521739 "Time" "SD" "WALKING_DOWNSTAIRS"
"6665" 17 "Gravity" "Accelerometer" NA "Magnitude" NA 46 0.148951103536087 "Time" "Mean" "WALKING_DOWNSTAIRS"
"6666" 17 "Gravity" "Accelerometer" NA "Magnitude" NA 46 0.0914076757326087 "Time" "SD" "WALKING_DOWNSTAIRS"
"6667" 17 NA "Gyroscope" NA NA "X" 48 -0.416223018291667 "Freq" "Mean" "WALKING_UPSTAIRS"
"6668" 17 NA "Gyroscope" NA NA "Y" 48 -0.521435415208333 "Freq" "Mean" "WALKING_UPSTAIRS"
"6669" 17 NA "Gyroscope" NA NA "Z" 48 -0.324273713333333 "Freq" "Mean" "WALKING_UPSTAIRS"
"6670" 17 NA "Gyroscope" NA NA "X" 48 -0.5244683916875 "Freq" "SD" "WALKING_UPSTAIRS"
"6671" 17 NA "Gyroscope" NA NA "Y" 48 -0.481154119791667 "Freq" "SD" "WALKING_UPSTAIRS"
"6672" 17 NA "Gyroscope" NA NA "Z" 48 -0.2778914704375 "Freq" "SD" "WALKING_UPSTAIRS"
"6673" 17 NA "Gyroscope" NA "Magnitude" NA 48 -0.504066956875 "Freq" "Mean" "WALKING_UPSTAIRS"
"6674" 17 NA "Gyroscope" NA "Magnitude" NA 48 -0.496444579791667 "Freq" "SD" "WALKING_UPSTAIRS"
"6675" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 48 -0.669008763541667 "Freq" "Mean" "WALKING_UPSTAIRS"
"6676" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 48 -0.7241557425 "Freq" "SD" "WALKING_UPSTAIRS"
"6677" 17 "Body" "Accelerometer" NA NA "X" 48 -0.1397522212625 "Freq" "Mean" "WALKING_UPSTAIRS"
"6678" 17 "Body" "Accelerometer" NA NA "Y" 48 -0.1175197356 "Freq" "Mean" "WALKING_UPSTAIRS"
"6679" 17 "Body" "Accelerometer" NA NA "Z" 48 -0.3999234945625 "Freq" "Mean" "WALKING_UPSTAIRS"
"6680" 17 "Body" "Accelerometer" NA NA "X" 48 -0.0355381172854167 "Freq" "SD" "WALKING_UPSTAIRS"
"6681" 17 "Body" "Accelerometer" NA NA "Y" 48 -0.0252781736083333 "Freq" "SD" "WALKING_UPSTAIRS"
"6682" 17 "Body" "Accelerometer" NA NA "Z" 48 -0.2048157105 "Freq" "SD" "WALKING_UPSTAIRS"
"6683" 17 "Body" "Accelerometer" NA "Magnitude" NA 48 -0.150305643291667 "Freq" "Mean" "WALKING_UPSTAIRS"
"6684" 17 "Body" "Accelerometer" NA "Magnitude" NA 48 -0.217393170604167 "Freq" "SD" "WALKING_UPSTAIRS"
"6685" 17 "Body" "Accelerometer" "Jerk" NA "X" 48 -0.360272225833333 "Freq" "Mean" "WALKING_UPSTAIRS"
"6686" 17 "Body" "Accelerometer" "Jerk" NA "Y" 48 -0.37705192875 "Freq" "Mean" "WALKING_UPSTAIRS"
"6687" 17 "Body" "Accelerometer" "Jerk" NA "Z" 48 -0.633017707916667 "Freq" "Mean" "WALKING_UPSTAIRS"
"6688" 17 "Body" "Accelerometer" "Jerk" NA "X" 48 -0.287219038291667 "Freq" "SD" "WALKING_UPSTAIRS"
"6689" 17 "Body" "Accelerometer" "Jerk" NA "Y" 48 -0.365114263583333 "Freq" "SD" "WALKING_UPSTAIRS"
"6690" 17 "Body" "Accelerometer" "Jerk" NA "Z" 48 -0.680325770833333 "Freq" "SD" "WALKING_UPSTAIRS"
"6691" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 48 -0.360299853125 "Freq" "Mean" "WALKING_UPSTAIRS"
"6692" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 48 -0.437383107916667 "Freq" "SD" "WALKING_UPSTAIRS"
"6693" 17 NA "Gyroscope" NA NA "X" 48 -0.0304250571395833 "Time" "Mean" "WALKING_UPSTAIRS"
"6694" 17 NA "Gyroscope" NA NA "Y" 48 -0.0548455941370417 "Time" "Mean" "WALKING_UPSTAIRS"
"6695" 17 NA "Gyroscope" NA NA "Z" 48 0.0560931358145833 "Time" "Mean" "WALKING_UPSTAIRS"
"6696" 17 NA "Gyroscope" NA NA "X" 48 -0.496562732729167 "Time" "SD" "WALKING_UPSTAIRS"
"6697" 17 NA "Gyroscope" NA NA "Y" 48 -0.493044125208333 "Time" "SD" "WALKING_UPSTAIRS"
"6698" 17 NA "Gyroscope" NA NA "Z" 48 -0.234402350714583 "Time" "SD" "WALKING_UPSTAIRS"
"6699" 17 NA "Gyroscope" NA "Magnitude" NA 48 -0.235191249091667 "Time" "Mean" "WALKING_UPSTAIRS"
"6700" 17 NA "Gyroscope" NA "Magnitude" NA 48 -0.440837260125 "Time" "SD" "WALKING_UPSTAIRS"
"6701" 17 NA "Gyroscope" "Jerk" NA "X" 48 -0.142655397660417 "Time" "Mean" "WALKING_UPSTAIRS"
"6702" 17 NA "Gyroscope" "Jerk" NA "Y" 48 -0.0414496328508333 "Time" "Mean" "WALKING_UPSTAIRS"
"6703" 17 NA "Gyroscope" "Jerk" NA "Z" 48 -0.0223482086545833 "Time" "Mean" "WALKING_UPSTAIRS"
"6704" 17 NA "Gyroscope" "Jerk" NA "X" 48 -0.606044344375 "Time" "SD" "WALKING_UPSTAIRS"
"6705" 17 NA "Gyroscope" "Jerk" NA "Y" 48 -0.676722847708333 "Time" "SD" "WALKING_UPSTAIRS"
"6706" 17 NA "Gyroscope" "Jerk" NA "Z" 48 -0.610586202291667 "Time" "SD" "WALKING_UPSTAIRS"
"6707" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 48 -0.637367490625 "Time" "Mean" "WALKING_UPSTAIRS"
"6708" 17 NA "Gyroscope" "Jerk" "Magnitude" NA 48 -0.68231162875 "Time" "SD" "WALKING_UPSTAIRS"
"6709" 17 "Body" "Accelerometer" NA NA "X" 48 0.252604768583333 "Time" "Mean" "WALKING_UPSTAIRS"
"6710" 17 "Body" "Accelerometer" NA NA "Y" 48 -0.0228645614308333 "Time" "Mean" "WALKING_UPSTAIRS"
"6711" 17 "Body" "Accelerometer" NA NA "Z" 48 -0.121290442104167 "Time" "Mean" "WALKING_UPSTAIRS"
"6712" 17 "Body" "Accelerometer" NA NA "X" 48 -0.062952754100625 "Time" "SD" "WALKING_UPSTAIRS"
"6713" 17 "Body" "Accelerometer" NA NA "Y" 48 -0.0131721014395833 "Time" "SD" "WALKING_UPSTAIRS"
"6714" 17 "Body" "Accelerometer" NA NA "Z" 48 -0.230220954239583 "Time" "SD" "WALKING_UPSTAIRS"
"6715" 17 "Body" "Accelerometer" NA "Magnitude" NA 48 -0.0128062276916667 "Time" "Mean" "WALKING_UPSTAIRS"
"6716" 17 "Body" "Accelerometer" NA "Magnitude" NA 48 -0.1028777303875 "Time" "SD" "WALKING_UPSTAIRS"
"6717" 17 "Body" "Accelerometer" "Jerk" NA "X" 48 0.07680441704375 "Time" "Mean" "WALKING_UPSTAIRS"
"6718" 17 "Body" "Accelerometer" "Jerk" NA "Y" 48 0.03083565139375 "Time" "Mean" "WALKING_UPSTAIRS"
"6719" 17 "Body" "Accelerometer" "Jerk" NA "Z" 48 0.00759533846458334 "Time" "Mean" "WALKING_UPSTAIRS"
"6720" 17 "Body" "Accelerometer" "Jerk" NA "X" 48 -0.292665827083333 "Time" "SD" "WALKING_UPSTAIRS"
"6721" 17 "Body" "Accelerometer" "Jerk" NA "Y" 48 -0.349791873229167 "Time" "SD" "WALKING_UPSTAIRS"
"6722" 17 "Body" "Accelerometer" "Jerk" NA "Z" 48 -0.657430836041667 "Time" "SD" "WALKING_UPSTAIRS"
"6723" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 48 -0.357233897916667 "Time" "Mean" "WALKING_UPSTAIRS"
"6724" 17 "Body" "Accelerometer" "Jerk" "Magnitude" NA 48 -0.390912450416667 "Time" "SD" "WALKING_UPSTAIRS"
"6725" 17 "Gravity" "Accelerometer" NA NA "X" 48 0.853530565833333 "Time" "Mean" "WALKING_UPSTAIRS"
"6726" 17 "Gravity" "Accelerometer" NA NA "Y" 48 -0.284153753333333 "Time" "Mean" "WALKING_UPSTAIRS"
"6727" 17 "Gravity" "Accelerometer" NA NA "Z" 48 -0.298171464166667 "Time" "Mean" "WALKING_UPSTAIRS"
"6728" 17 "Gravity" "Accelerometer" NA NA "X" 48 -0.949460372291667 "Time" "SD" "WALKING_UPSTAIRS"
"6729" 17 "Gravity" "Accelerometer" NA NA "Y" 48 -0.91597346625 "Time" "SD" "WALKING_UPSTAIRS"
"6730" 17 "Gravity" "Accelerometer" NA NA "Z" 48 -0.930159843541667 "Time" "SD" "WALKING_UPSTAIRS"
"6731" 17 "Gravity" "Accelerometer" NA "Magnitude" NA 48 -0.0128062276916667 "Time" "Mean" "WALKING_UPSTAIRS"
"6732" 17 "Gravity" "Accelerometer" NA "Magnitude" NA 48 -0.1028777303875 "Time" "SD" "WALKING_UPSTAIRS"
"6733" 18 NA "Gyroscope" NA NA "X" 65 -0.992436927692308 "Freq" "Mean" "LAYING"
"6734" 18 NA "Gyroscope" NA NA "Y" 65 -0.985611171384615 "Freq" "Mean" "LAYING"
"6735" 18 NA "Gyroscope" NA NA "Z" 65 -0.984999291538461 "Freq" "Mean" "LAYING"
"6736" 18 NA "Gyroscope" NA NA "X" 65 -0.993019371692308 "Freq" "SD" "LAYING"
"6737" 18 NA "Gyroscope" NA NA "Y" 65 -0.983457774923077 "Freq" "SD" "LAYING"
"6738" 18 NA "Gyroscope" NA NA "Z" 65 -0.986483048153846 "Freq" "SD" "LAYING"
"6739" 18 NA "Gyroscope" NA "Magnitude" NA 65 -0.984329092153846 "Freq" "Mean" "LAYING"
"6740" 18 NA "Gyroscope" NA "Magnitude" NA 65 -0.981468841692308 "Freq" "SD" "LAYING"
"6741" 18 NA "Gyroscope" "Jerk" "Magnitude" NA 65 -0.991901007538462 "Freq" "Mean" "LAYING"
"6742" 18 NA "Gyroscope" "Jerk" "Magnitude" NA 65 -0.992737961692308 "Freq" "SD" "LAYING"
"6743" 18 "Body" "Accelerometer" NA NA "X" 65 -0.985179972153846 "Freq" "Mean" "LAYING"
"6744" 18 "Body" "Accelerometer" NA NA "Y" 65 -0.984909884615385 "Freq" "Mean" "LAYING"
"6745" 18 "Body" "Accelerometer" NA NA "Z" 65 -0.988606906307692 "Freq" "Mean" "LAYING"
"6746" 18 "Body" "Accelerometer" NA NA "X" 65 -0.984321858307692 "Freq" "SD" "LAYING"
"6747" 18 "Body" "Accelerometer" NA NA "Y" 65 -0.986746450769231 "Freq" "SD" "LAYING"
"6748" 18 "Body" "Accelerometer" NA NA "Z" 65 -0.987224804307692 "Freq" "SD" "LAYING"
"6749" 18 "Body" "Accelerometer" NA "Magnitude" NA 65 -0.986788412 "Freq" "Mean" "LAYING"
"6750" 18 "Body" "Accelerometer" NA "Magnitude" NA 65 -0.987648484461538 "Freq" "SD" "LAYING"
"6751" 18 "Body" "Accelerometer" "Jerk" NA "X" 65 -0.986404709384615 "Freq" "Mean" "LAYING"
"6752" 18 "Body" "Accelerometer" "Jerk" NA "Y" 65 -0.985865325230769 "Freq" "Mean" "LAYING"
"6753" 18 "Body" "Accelerometer" "Jerk" NA "Z" 65 -0.989116865846154 "Freq" "Mean" "LAYING"
"6754" 18 "Body" "Accelerometer" "Jerk" NA "X" 65 -0.986641245846154 "Freq" "SD" "LAYING"
"6755" 18 "Body" "Accelerometer" "Jerk" NA "Y" 65 -0.986210701230769 "Freq" "SD" "LAYING"
"6756" 18 "Body" "Accelerometer" "Jerk" NA "Z" 65 -0.990744752923077 "Freq" "SD" "LAYING"
"6757" 18 "Body" "Accelerometer" "Jerk" "Magnitude" NA 65 -0.988548418307692 "Freq" "Mean" "LAYING"
